product_name,product_type,brand,brand_tier,price,price_segment,num_ingredients,num_skin_types,num_effects,complexity_score,has_key_active,skin_dry,skin_sensitive,skin_acne_prone,skin_oily,skin_combination,skin_normal,effect_hydrating,effect_barrier_repair,effect_soothing,effect_sun_protection,effect_acne_control,effect_brightening,effect_exfoliating,effect_anti-aging,effect_anti_aging,effect_general_skincare,product_cluster
Estée Lauder Resilience Multi-Effect Tri-Peptide Eye Crème 15ml,Eye Care,Estée Lauder,Premium,44.1,Mid-range,18,1,1,0.18375601926163723,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SVR Palpebral by Topialyse Eye Cream 15ml,Eye Care,SVR,Mid-range,15.0,Affordable,21,1,1,0.19723916532905297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liz Earle Superskin Eye Cream 15ml,Eye Care,Liz Earle,Mid-range,39.0,Mid-range,35,1,1,0.2601605136436597,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bareMinerals Ageless Genius Firming and Wrinkle Smoothing Eye Cream 15g,Eye Care,bareMinerals,Mid-range,37.0,Mid-range,49,1,3,0.4087961476725522,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
Clinique for Men Super Energizer Anti-Fatigue Depuffing Eye Gel 15ml,Eye Care,Clinique,Mid-range,26.0,Mid-range,32,2,2,0.34953451043338685,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Clinique Naturally Gentle Eye Make-Up Remover 75ml,Eye Care,Clinique,Mid-range,19.0,Affordable,15,1,1,0.1702728731942215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Ultrasun SPF30+ Eye Cream (15ml),Eye Care,Ultrasun,Mid-range,20.0,Affordable,31,4,4,0.5507544141252007,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
Zelens Triple Action Advanced Eye Cream,Eye Care,Zelens,Premium,80.0,Premium,51,1,4,0.4606420545746388,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Clinique Superdefense SPF20 Age Defense Eye Cream 15ml,Eye Care,Clinique,Mid-range,31.5,Mid-range,48,1,3,0.40430176565008025,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
KLORANE Eye Make-Up Remover with Organically Farmed Cornflower 200ml,Eye Care,KLORANE,Budget,9.5,Budget,9,1,1,0.14330658105939004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Peter Thomas Roth Retinol Eye Care 15ml,Eye Care,Peter Thomas Roth,Premium,46.0,Mid-range,56,2,5,0.5859711075441413,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,2
Clinique Rinse-Off Eye Makeup Solvent 125ml,Eye Care,Clinique,Mid-range,19.0,Affordable,7,1,1,0.13431781701444623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Sukin Purely Ageless Eye Cream 20ml,Eye Care,Sukin,Budget,15.95,Affordable,36,1,3,0.35036918138041734,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
SkinCeuticals A.G.E. Eye Complex Cream 15ml,Eye Care,SkinCeuticals,Premium,85.0,Premium,39,1,4,0.40670947030497595,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2
Benton Fermentation Eye Cream 30g,Eye Care,Benton,Budget,25.0,Affordable,27,2,4,0.412776886035313,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Estée Lauder Take It Away Gentle Eye and Lip Longwear Makeup Remover 100ml,Eye Care,Estée Lauder,Premium,18.9,Affordable,13,1,1,0.16128410914927768,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Sarah Chapman Lash Boosting Eye Cleanse 70ml,Eye Care,Sarah,Premium,33.0,Mid-range,41,2,5,0.5185553772070626,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2
Sanctuary Spa Power Peptide Awakening Eye Serum 15ml,Eye Care,Sanctuary Spa,Budget,16.5,Affordable,17,1,4,0.3078330658105939,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2
Eucerin® Anti-Age Hyaluron-Filler Eye Cream SPF 15 + UVA Protection (15ml),Eye Care,Eucerin,Mid-range,24.5,Affordable,23,2,4,0.3947993579454253,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
RapidEye Firming Wrinkle Smoother 15ml,Eye Care,RapidEye,Mid-range,21.55,Affordable,38,2,4,0.462215088282504,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,2
Dermalogica Stress Positive Eye Lift 25ml,Eye Care,Dermalogica,Premium,52.65,Premium,39,4,2,0.5009951845906903,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
Aesop Parsley Seed Anti-Oxidant Eye Cream 10ml,Eye Care,Aesop,Premium,63.0,Premium,22,2,1,0.2617335473515249,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SVR Densitium Lifting + Firming Eye Contour Cream -15ml,Eye Care,SVR,Mid-range,36.0,Mid-range,41,1,6,0.5014125200642054,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,2
Lumene Nordic C [Valo] Bright Eyes All-In-One Treatment 15ml,Eye Care,Lumene,Budget,19.9,Affordable,42,2,4,0.48019261637239163,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Perricone MD Essential Fx Acyl-Glutathione: Eyelid Lift Serum,Eye Care,Perricone,Premium,89.0,Premium,28,3,4,0.47727126805778486,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,2
Natio Ageless Brightening Eye Cream (20g),Eye Care,Natio,Budget,12.4,Affordable,46,1,3,0.39531300160513644,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
First Aid Beauty 5-in-1 Eye Cream (14.1ml),Eye Care,First Aid Beauty,Mid-range,26.0,Mid-range,28,4,3,0.49441412520064204,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
SkinCeuticals AOX+ Eye Gel 15ml,Eye Care,SkinCeuticals,Premium,77.0,Premium,19,1,2,0.231107544141252,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MAC Fast Response Eye Cream 15ml,Eye Care,MAC,Mid-range,22.0,Affordable,30,2,2,0.340545746388443,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dr. Brandt No More Baggage 15g,Eye Care,Dr.,Budget,30.0,Mid-range,40,2,5,0.5140609951845907,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2
Sukin Eye Serum (30ml),Eye Care,Sukin,Budget,14.95,Affordable,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
VICHY LiftActiv Serum 10 Eyes & Lashes 15ml,Eye Care,VICHY,Mid-range,27.0,Mid-range,23,1,3,0.2919422150882825,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2
Perricone MD Cold Plasma Plus Eye Cream 15ml,Eye Care,Perricone,Premium,80.0,Premium,33,3,4,0.49974317817014446,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,2
REN Clean Skincare Keep Young and Beautiful Instant Brightening Beauty Shot Eye Lift 15ml,Eye Care,REN,Premium,33.0,Mid-range,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CeraVe Hydrating Cleanser 236ml,Cleanser,CeraVe,Budget,9.5,Budget,22,2,2,0.3045906902086677,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CeraVe Hydrating Cleanser 473ml,Cleanser,CeraVe,Budget,15.0,Affordable,23,2,2,0.3090850722311396,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Ordinary Squalane Cleanser Supersize Exclusive 150ml,Cleanser,The Ordinary,Budget,14.2,Affordable,19,1,1,0.18825040128410914,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CeraVe Foaming Facial Cleanser 473ml,Cleanser,CeraVe,Budget,15.0,Affordable,24,5,3,0.5364365971107544,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1
CeraVe Smoothing Cleanser 236ml,Cleanser,CeraVe,Budget,12.0,Affordable,25,5,6,0.6695024077046549,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1
COSRX Salicylic Acid Daily Gentle Cleanser 170g,Cleanser,COSRX,Mid-range,8.5,Budget,29,4,3,0.498908507223114,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Elemis Pro-Collagen Cleansing Balm 105g,Cleanser,Elemis,Premium,44.0,Mid-range,40,1,2,0.3254895666131621,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FARMACY Green Clean Make Up Meltaway Cleansing Balm 100ml,Cleanser,FARMACY,Premium,32.0,Mid-range,30,1,3,0.32340288924558586,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
La Roche-Posay Effaclar H Hydrating Cleansing Cream (200ml),Cleanser,La Roche-Posay,Mid-range,12.5,Affordable,14,4,2,0.3886356340288924,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
La Roche-Posay Effaclar Purifying Cleansing Gel 200ml,Cleanser,La Roche-Posay,Mid-range,12.5,Affordable,15,1,1,0.1702728731942215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
La Roche-Posay Effaclar Cleansing Gel 400ml,Cleanser,La Roche-Posay,Mid-range,18.5,Affordable,13,1,1,0.16128410914927768,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Emma Hardie Moringa Cleansing Balm with Professional Cleansing Cloth 100ml,Cleanser,Emma,Premium,47.0,Mid-range,36,1,2,0.30751203852327447,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Clinique Take the Day off Cleansing Balm 30ml,Cleanser,Clinique,Mid-range,9.0,Budget,8,1,1,0.13881219903691813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Clinique Liquid Facial Soap Mild 200ml,Cleanser,Clinique,Mid-range,17.5,Affordable,22,1,2,0.2445906902086677,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
Elemis Dynamic Resurfacing Facial Wash 200ml,Cleanser,Elemis,Premium,34.0,Mid-range,37,1,1,0.2691492776886035,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
First Aid Beauty Face Cleanser (142g),Cleanser,First Aid Beauty,Mid-range,16.0,Affordable,17,2,2,0.28211878009630814,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Micellar Water Facial Cleanser and Makeup Remover for Sensitive Skin 400ml,Cleanser,Garnier,Budget,4.99,Budget,6,1,1,0.1298234349919743,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Caudalie Duo Foaming Cleanser (2 x 150ml) (Worth £30),Cleanser,Caudalie,Mid-range,22.0,Affordable,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liz Earle Cleanse & Polish 100ml Pump,Cleanser,Liz Earle,Mid-range,15.5,Affordable,23,2,2,0.3090850722311396,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Garnier Micellar Water Facial Cleanser and Makeup Remover for Sensitive Skin 700ml,Cleanser,Garnier,Budget,6.99,Budget,6,1,1,0.1298234349919743,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Caudalie Vinopure Purifying Gel Cleanser 150ml,Cleanser,Caudalie,Mid-range,16.0,Affordable,28,4,4,0.5372712680577849,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
Bulldog Original Face Wash 150ml,Cleanser,Bulldog,Budget,3.38,Budget,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Neutrogena Hydro Boost Water Gel Cleanser 200ml,Cleanser,Neutrogena,Budget,7.99,Budget,23,1,1,0.20622792937399678,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OSKIA Renaissance Cleansing Gel (100ml),Cleanser,REN,Premium,35.0,Mid-range,21,1,2,0.24009630818619582,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NIP+FAB Teen Skin Fix Pore Blaster Night Wash 145ml,Cleanser,NIP+FAB,Budget,6.99,Budget,19,4,3,0.4539646869983949,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Elemis Superfood Cleansing Wash 150ml,Cleanser,Elemis,Premium,25.0,Affordable,48,3,3,0.5243017656500802,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Bioderma Hybrabio H2O 500ml Duo Pack,Cleanser,Bioderma,Budget,18.5,Affordable,18,4,2,0.40661316211878007,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
La Roche-Posay Toleriane Dermo-Cleanser 200ml,Cleanser,La Roche-Posay,Mid-range,12.5,Affordable,7,1,1,0.13431781701444623,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liz Earle Cleanse & Polish 200ml Tube,Cleanser,Liz Earle,Mid-range,27.0,Mid-range,23,2,2,0.3090850722311396,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Origins Checks and Balances Frothy Face Wash 150ml,Cleanser,Origins,Mid-range,16.5,Affordable,26,1,2,0.26256821829855537,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Avène Cleanance Cleansing Gel 200ml,Cleanser,Avène,Budget,12.0,Affordable,15,3,1,0.2902728731942215,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Avene Face Essentials Cleansing Foam 150ml,Cleanser,Avene,Budget,13.5,Affordable,10,1,2,0.19065810593900478,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3
Clinique Anti Blemish Solutions Cleansing Foam 125ml,Cleanser,Clinique,Mid-range,19.0,Affordable,27,4,4,0.5327768860353129,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
Neutrogena® Oil Balancing Facial Wash 200ml,Cleanser,Neutrogena,Budget,4.71,Budget,18,4,3,0.44947030497592294,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
Bulldog Oil Control Face Wash 150ml,Cleanser,Bulldog,Budget,3.38,Budget,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Eve Lom Cleanser 200ml,Cleanser,Eve,Premium,85.0,Premium,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
REN Clean Skincare Rosa Centifolia Cleansing Gel,Cleanser,REN,Premium,18.0,Affordable,18,2,2,0.2866131621187801,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Dr Dennis Gross Alpha Beta Pore Perfecting Cleansing Gel 60ml,Cleanser,Dr,Premium,17.0,Affordable,41,1,3,0.3728410914927769,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
La Roche-Posay Cicaplast B5 Anti-Bacterial Cleansing Wash 200ml,Cleanser,La Roche-Posay,Mid-range,10.0,Budget,21,4,2,0.4200963081861958,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
Caudalie Instant Foaming Cleanser (150ml),Cleanser,Caudalie,Mid-range,15.0,Affordable,20,1,2,0.23560192616372388,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
COSRX Low pH Good Morning Cleanser 150ml,Cleanser,COSRX,Mid-range,17.0,Affordable,23,2,2,0.3090850722311396,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Aesop Amazing Face Cleanser 200ml,Cleanser,Aesop,Premium,35.0,Mid-range,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
philosophy Purity One-Step Facial Cleanser 480ml,Cleanser,philosophy,Mid-range,30.0,Mid-range,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VICHY Normaderm Deep Cleansing Purifying Gel 200ml,Cleanser,VICHY,Mid-range,13.0,Affordable,16,2,4,0.36333868378812195,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1
NIP+FAB Teen Skin Fix Pore Blaster Day Wash 145ml,Cleanser,NIP+FAB,Budget,6.99,Budget,21,5,3,0.5229534510433387,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1
Clinique Liquid Facial Soap Oily Skin Formula 200ml,Cleanser,Clinique,Mid-range,17.5,Affordable,19,1,1,0.18825040128410914,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Clinique Rinse-Off Foaming Cleanser 150ml,Cleanser,Clinique,Mid-range,17.5,Affordable,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Avène Gentle Milk Cleanser,Cleanser,Avène,Budget,11.5,Affordable,13,1,1,0.16128410914927768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Bulldog Sensitive Face Wash 150ml,Cleanser,Bulldog,Budget,3.38,Budget,16,1,1,0.17476725521669342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Micellar Gel Face Wash Sensitive Skin 200ml,Cleanser,Garnier,Budget,3.99,Budget,15,1,2,0.21313001605136433,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Sukin Foaming Facial Cleanser (125ml),Cleanser,Sukin,Budget,7.95,Budget,25,1,2,0.25807383627608343,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Clinique for Men Face Wash 200ml,Cleanser,Clinique,Mid-range,16.5,Affordable,24,1,3,0.29643659711075443,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Neutrogena Pink Grapefruit Medicated Facial Wipes,Cleanser,Neutrogena,Budget,3.99,Budget,12,4,3,0.42250401284109146,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1
Murad Clarifying Cleanser 200ml,Cleanser,Murad,Premium,25.0,Affordable,30,4,2,0.460545746388443,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1
L'Oréal Paris Fine Flowers Cleansing Wash 150ml,Cleanser,L'Oréal,Budget,3.99,Budget,20,1,3,0.27845906902086676,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Clinique Redness Solutions Soothing Cleanser 150ml,Cleanser,Clinique,Mid-range,19.0,Affordable,23,1,2,0.24908507223113963,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
REN Evercalm™ Gentle Cleansing Milk 150ml,Cleanser,REN,Premium,20.0,Affordable,28,1,3,0.31441412520064205,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Bulldog Original 2-in-1 Beard Shampoo and Conditioner 200ml,Cleanser,Bulldog,Budget,4.5,Budget,16,1,2,0.21762439807383627,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
La Roche-Posay Effaclar Micellar Water 200ml,Cleanser,La Roche-Posay,Mid-range,12.5,Affordable,12,3,1,0.2767897271268058,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Murad Age Reform Aha/Bha Exfoliating Cleanser (200ml),Cleanser,Murad,Premium,38.0,Mid-range,20,2,2,0.2956019261637239,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
Elemis Balancing Lime Blossom Cleanser 200ml,Cleanser,Elemis,Premium,25.0,Affordable,31,1,2,0.2850401284109149,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PIXI Glow Tonic Cleansing Gel 135ml,Cleanser,PIXI,Mid-range,18.0,Affordable,33,2,3,0.3968860353130016,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Medik8 Pore Cleanse Gel Intense 150ml,Cleanser,Medik8,Premium,21.0,Affordable,20,4,3,0.45845906902086675,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
DHC Face Wash Powder (50g),Cleanser,DHC,Mid-range,11.0,Affordable,14,1,1,0.1657784911717496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
bareMinerals Clay Chameleon Transforming Purifying Cleanser 120g,Cleanser,bareMinerals,Mid-range,11.4,Affordable,29,1,2,0.2760513643659711,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Caudalie Micellar Cleansing Water 400ml ,Cleanser,Caudalie,Mid-range,19.0,Affordable,17,1,2,0.22211878009630814,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Garnier Pure Active 3in1 Charcoal Blackhead Mask Wash Scrub 150ml,Cleanser,Garnier,Budget,4.99,Budget,28,4,4,0.5372712680577849,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
PIXI Vitamin-C Juice Cleanser 150ml,Cleanser,PIXI,Mid-range,18.0,Affordable,25,2,4,0.4037881219903692,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
Lancôme Crème Mousse Confort Creamy Foaming Cleanser 125ml,Cleanser,Lancôme,Premium,22.5,Affordable,33,4,4,0.5597431781701444,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1
Eve Lom Cleanser 100ml,Cleanser,Eve,Premium,55.0,Premium,12,1,1,0.15678972712680578,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PIXI Glow Mud Cleanser 135ml,Cleanser,PIXI,Mid-range,18.0,Affordable,35,1,3,0.3458747993579454,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
La Roche-Posay Toleriane Foaming Gel Cleanser 150ml,Cleanser,La Roche-Posay,Mid-range,12.5,Affordable,13,1,1,0.16128410914927768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Vitamin Enriched Cleansing Wipes (25 Pack),Cleanser,Garnier,Budget,2.69,Budget,33,1,3,0.3368860353130016,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Clinique for Men Charcoal Face Wash 200ml,Cleanser,Clinique,Mid-range,18.0,Affordable,21,1,1,0.19723916532905297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Avene Antirougeurs Clean Cleanser 200ml,Cleanser,Avene,Budget,14.5,Affordable,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Lancôme Gel Eclat Express Clarfying Self-Foaming Cleanser 125ml,Cleanser,Lancôme,Premium,22.05,Affordable,26,1,1,0.21971107544141252,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
philosophy Purity One-Step Facial Cleanser 240ml,Cleanser,philosophy,Mid-range,19.0,Affordable,27,1,1,0.22420545746388443,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bulldog Energising Face Wash 150ml,Cleanser,Bulldog,Budget,3.38,Budget,20,1,2,0.23560192616372388,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Bobbi Brown Soothing Cleansing Oil 200ml,Cleanser,Bobbi Brown,Premium,35.0,Mid-range,23,1,2,0.24908507223113963,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
L'Oréal Paris Fine Flowers Cleansing Cream 200ml,Cleanser,L'Oréal,Budget,7.99,Budget,25,1,1,0.2152166934189406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Antipodes Hallelujah Lime & Patchouli Cleanser 200ml,Cleanser,Antipodes,Premium,22.99,Affordable,20,1,2,0.23560192616372388,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Filorga Foam Cleanser 150ml,Cleanser,Filorga,Mid-range,20.0,Affordable,18,1,1,0.18375601926163723,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Estée Lauder Nutritious Super-Pomegranate Radiant Energy 2-In-1 Cleansing Foam 125ml,Cleanser,Estée Lauder,Premium,23.4,Affordable,41,1,1,0.2871268057784912,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Micellar Water Oil Infused Facial Cleanser and Makeup Remover 400ml,Cleanser,Garnier,Budget,5.99,Budget,22,1,1,0.20173354735152485,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Omorovicza Cleansing Foam Duo,Cleanser,Omorovicza,Premium,73.0,Premium,17,1,1,0.1792616372391653,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VICHY Purete Thermale Fresh Cleansing Gel 200ml,Cleanser,VICHY,Mid-range,12.0,Affordable,14,1,1,0.1657784911717496,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Garnier Micellar Water Facial Cleanser and Makeup Remover for Combination Skin 400ml,Cleanser,Natio,Budget,4.99,Budget,7,1,1,0.13431781701444623,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sukin Blemish Control Clearing Facial Wash 125ml,Cleanser,Sukin,Budget,9.95,Budget,24,1,1,0.2107223113964687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Origins GinZing Refreshing Scrub Cleanser 150ml,Cleanser,Origins,Mid-range,17.5,Affordable,30,1,2,0.280545746388443,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
L'Oréal Paris Fine Flowers Cleansing Milk 400ml,Cleanser,L'Oréal,Budget,5.99,Budget,22,1,1,0.20173354735152485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Erno Laszlo Sea Mud Deep Cleansing Bar (100g),Cleanser,Erno Laszlo,Premium,35.0,Mid-range,15,1,3,0.2559871589085072,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Murad Time Release Blemish Cleanser 200ml,Cleanser,Murad,Premium,30.0,Mid-range,56,3,4,0.6031139646869984,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,2
Elemis Sensitive Cleansing Wash 200ml,Cleanser,Elemis,Premium,25.0,Affordable,29,1,2,0.2760513643659711,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Clinique Pep-Start 2-in-1 Exfoliating Cleanser 125ml,Cleanser,Clinique,Mid-range,16.5,Affordable,35,4,5,0.6115890850722312,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1
Emma Hardie Moringa Light Cleansing Gel 100ml,Cleanser,Emma,Premium,34.0,Mid-range,28,1,2,0.2715569823434992,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Caudalie Instant Foaming Cleanser (50ml),Cleanser,Caudalie,Mid-range,7.5,Budget,20,1,1,0.19274478330658104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Neutrogena Hydro Boost Cleanser Wipes (25 Wipes),Cleanser,Neutrogena,Budget,4.99,Budget,20,1,3,0.27845906902086676,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Garnier Pure Active Anti Blemish Soap Free Gel Wash Sensitive Skin 150ml,Cleanser,Garnier,Budget,4.99,Budget,20,2,3,0.33845906902086675,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
Clinique Anti Blemish Solutions Cleansing Gel 125ml,Cleanser,Clinique,Mid-range,19.0,Affordable,22,4,4,0.5103049759229534,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
